services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
bike lite,2024-07-12,04:19:20,cancelled,Electronic City Phase 3,Brigade Road Garuda Mall,117,RD1290812381933005,23.47,,,,
auto,2024-06-27,11:40:20,completed,Malleshwaram Central,Rajajinagar 4th Block,41,RD3430488202187228,18.48,959.76,46.89,1006.65,phonePy
auto,2024-07-05,04:01:20,cancelled,Jayanagar,Jayanagar 7th Block East,53,RD9731982897961206,48.1,,,,
parcel,2024-07-09,02:10:20,cancelled,Whitefield ECC Road,Seshadripuram,31,RD7464845812453934,3.24,,,,
bike lite,2024-07-16,19:34:20,completed,HSR Layout West,Whitefield Channasandra,69,RD8769312537354525,36.42,44.3,27.65,71.94999999999999,phonePy
auto,2024-07-15,18:04:20,completed,JP Nagar 4th Phase,Whitefield Varthur Road,28,RD5896671140854566,34.28,803.83,31.95,835.7800000000001,Amazon Pay
cab premium,2024-06-24,02:00:20,cancelled,Electronic City Phase 1,HSR Layout Central,37,RD1908089522984311,10.24,,,,
cab economy,2024-07-07,19:06:20,cancelled,Seshadripuram,Koramangala West,12,RD6065158685665123,18.76,,,,
cab economy,2024-06-25,04:28:20,cancelled,Nandi Hills,HSR Layout Sector 8 North,57,RD7791620164837160,41.01,,,,
bike lite,2024-06-26,02:46:20,completed,JP Nagar Phase 4,MG Road Mayo Hall,91,RD1221315901508916,48.34,647.49,32.8,680.29,Amazon Pay
bike lite,2024-07-07,21:11:20,completed,MG Road Trinity Circle,Koramangala 7th Block,99,RD6960084305902835,10.24,270.86,49.34,320.20000000000005,Paytm
cab economy,2024-07-01,15:35:20,completed,Whitefield South,JP Nagar,109,RD4657850565464409,28.24,580.15,27.37,607.52,GPay
parcel,2024-07-21,01:37:20,completed,Banashankari 10th Stage,Bagmane Tech Park,24,RD4227515846611300,16.28,830.44,20.73,851.1700000000001,Amazon Pay
cab premium,2024-07-15,08:13:20,completed,MG Road Mayo Hall,Brigade Road Richmond Road,114,RD4991215289188932,28.23,960.96,36.17,997.13,phonePy
auto,2024-07-14,07:44:20,completed,MG Road Naga Theatre,Palace Road,94,RD3388390881054121,39.15,651.13,32.64,683.77,QR scan
parcel,2024-07-14,23:08:20,completed,Shivajinagar,Jayanagar 9th Block East,68,RD8743868152733705,22.04,947.66,39.28,986.9399999999999,Amazon Pay
bike lite,2024-07-12,06:37:20,cancelled,Hebbal,Infantry Road,74,RD5560054224510493,49.14,,,,
parcel,2024-07-03,08:55:20,cancelled,Kammanahalli,Whitefield Immadihalli,117,RD9847567815944176,22.5,,,,
bike lite,2024-07-09,08:19:20,completed,JP Nagar 4th Phase,Indiranagar 7th Stage,10,RD3570253657570167,20.32,189.86,32.8,222.66000000000003,GPay
auto share,2024-07-18,13:51:20,completed,Koramangala,Jayanagar 3rd Block,37,RD3894596629232946,2.21,131.63,9.47,141.1,phonePy
parcel,2024-06-26,06:32:20,completed,Jayanagar 1st Block East,Jayanagar 1st Block,100,RD8021808053432061,40.55,624.31,0.99,625.3,QR scan
auto share,2024-07-17,03:58:20,cancelled,HSR Layout Sector 10 North,Basaveshwaranagar,93,RD4178393771966781,46.63,,,,
auto share,2024-06-23,03:50:20,completed,Marathahalli North,Banashankari 10th Stage,78,RD5153616417160741,2.08,631.64,28.81,660.4499999999999,QR scan
auto share,2024-07-05,07:08:20,cancelled,Jayanagar 3rd Block,Jayanagar 8th Block,120,RD8551641038922472,46.0,,,,
parcel,2024-07-13,22:29:20,completed,BTM Layout 1st Stage,MG Road Mayo Hall,64,RD2316379108392263,13.14,45.28,42.26,87.53999999999999,Cash
cab economy,2024-07-18,04:22:20,completed,HSR Layout Sector 8,Banashankari 10th Stage,54,RD2247170884968525,33.99,999.7,10.36,1010.0600000000001,Paytm
auto,2024-07-16,01:05:20,cancelled,HSR Layout Sector 3 North,Jayanagar 6th Block East,34,RD4461223476984687,29.97,,,,
auto,2024-07-17,21:05:20,cancelled,Brigade Road Mota Royal Arcade,Panathur,23,RD7467955309041621,24.91,,,,
auto,2024-07-21,09:05:20,cancelled,Brigade Road West,Anand Nagar,43,RD5171965643941682,29.17,,,,
cab economy,2024-06-26,20:48:20,completed,HSR Layout Sector 3 South,JP Nagar Central,106,RD3645262411534690,2.51,745.95,26.08,772.0300000000001,phonePy
cab premium,2024-06-29,13:28:20,cancelled,MG Road,Jayanagar 2nd Block,85,RD3269851796651676,43.33,,,,
bike,2024-07-17,09:40:20,cancelled,Cunningham Road,Hebbal Amruthahalli,18,RD3017339101570884,42.95,,,,
cab economy,2024-07-22,07:30:20,cancelled,HSR Layout Sector 10,Jayanagar 7th Block East,34,RD8829875447023832,10.71,,,,
auto share,2024-07-20,01:51:20,cancelled,Indiranagar West,Mathikere,84,RD7596587318906021,23.56,,,,
cab premium,2024-06-26,05:14:20,cancelled,Whitefield ITPL,Jayanagar 2nd Block East,106,RD6655737295533626,46.86,,,,
bike lite,2024-07-19,11:52:20,cancelled,MG Road North,Rajajinagar,55,RD1834924587027475,16.31,,,,
cab premium,2024-06-25,06:51:20,completed,Indiranagar East,MG Road Central,89,RD9034204225333946,17.8,337.74,26.55,364.29,QR scan
bike,2024-07-22,22:25:20,cancelled,JP Nagar South,Jayanagar 8th Block,30,RD6191204217031006,1.43,,,,
auto share,2024-07-12,17:29:20,cancelled,Hebbal Byatarayanapura,Electronic City Phase 2,19,RD5172643121575997,17.83,,,,
bike lite,2024-07-09,16:25:20,cancelled,Whitefield North,Mathikere,84,RD9403768368797796,5.7,,,,
bike lite,2024-07-12,04:30:20,cancelled,Indiranagar 6th Stage,Jayanagar 9th Block,92,RD4257806487505011,39.73,,,,
parcel,2024-07-17,04:30:20,cancelled,Jayanagar 3rd Block East,Hebbal Kodigehalli,110,RD3061857926704137,1.19,,,,
parcel,2024-06-24,15:11:20,cancelled,JP Nagar West,Hoskote,17,RD3501234921776987,5.68,,,,
auto,2024-07-15,21:03:20,cancelled,Electronic City Phase 2,Brigade Road North,76,RD7641884025887033,42.45,,,,
cab economy,2024-07-11,01:35:20,cancelled,Marathahalli East,Residency Road,118,RD7676728789779538,4.12,,,,
auto,2024-06-24,02:19:20,completed,HSR Layout Sector 4 South,Hebbal Amruthahalli,59,RD4694146919977827,5.98,421.81,25.7,447.51,QR scan
parcel,2024-06-28,01:13:20,cancelled,Electronic City Phase 2,JP Nagar Phase 3,6,RD1427615540849463,37.01,,,,
cab premium,2024-07-08,06:21:20,completed,Brigade Road Mayo Hall,Jayanagar 6th Block,71,RD3343382601478736,12.44,836.74,25.54,862.28,GPay
cab economy,2024-07-09,00:57:20,cancelled,Neelasandra,JP Nagar 3rd Phase,116,RD2608551586367133,49.58,,,,
cab economy,2024-07-14,14:58:20,cancelled,Malleshwaram 7th Block,Marathahalli Colony,42,RD2277222075166693,11.74,,,,
cab economy,2024-07-13,12:28:20,completed,Electronic City Phase 1,Indiranagar 1st Stage,67,RD8620905674405049,15.25,637.61,40.06,677.6700000000001,Amazon Pay
auto share,2024-07-06,18:20:20,completed,Nagarbhavi 2nd Stage,Richmond Road,54,RD4486947768363670,30.32,53.81,39.3,93.11,Cash
parcel,2024-07-01,18:33:20,completed,JP Nagar 3rd Phase,HSR Layout Sector 3 South,65,RD5185932189692610,44.91,980.2,33.73,1013.9300000000001,QR scan
bike,2024-06-25,12:27:20,completed,Indiranagar South,St. Marks Road,88,RD2407567688099050,15.7,962.76,8.08,970.84,phonePy
auto,2024-07-02,17:55:20,completed,Malleshwaram,HSR Layout Sector 6 South,23,RD9343845140789488,16.1,848.03,22.95,870.98,Cash
auto share,2024-06-28,19:21:20,completed,Electronic City Phase 2,Electronic City,14,RD6477099941773191,22.18,646.28,12.5,658.78,Amazon Pay
auto,2024-07-05,15:01:20,completed,Brigade Road Garuda Mall,JP Nagar 8th Phase,32,RD7756688162809070,35.31,719.33,7.4,726.73,QR scan
auto,2024-07-11,16:49:20,cancelled,JP Nagar Phase 2,JP Nagar Phase 7,9,RD7049684846474152,23.86,,,,
cab premium,2024-07-08,08:29:20,completed,Yelahanka,Yelahanka Old Town,87,RD7109551992061069,33.18,298.86,34.43,333.29,Paytm
cab premium,2024-07-13,05:43:20,completed,JP Nagar Phase 10,Jayanagar,13,RD5498790773821915,19.3,129.56,17.65,147.21,phonePy
parcel,2024-06-29,11:36:20,completed,MG Road Naga Theatre,MG Road Commercial Street,32,RD3984525837650730,47.82,936.91,23.44,960.35,QR scan
auto,2024-07-19,01:59:20,cancelled,HSR Layout Sector 9 South,Whitefield Borewell Road,93,RD8429900568936053,7.55,,,,
cab economy,2024-07-23,14:56:20,cancelled,Hebbal West,HSR Layout Sector 7 North,81,RD7884740085503618,49.82,,,,
bike lite,2024-07-17,09:59:20,completed,HSR Layout West,Whitefield,10,RD3123008523946129,12.9,208.56,11.8,220.36,GPay
cab premium,2024-06-23,13:48:20,completed,MG Road Garuda Mall,Domlur,17,RD6523836029463911,17.65,372.56,0.81,373.37,Cash
bike,2024-06-29,03:20:20,completed,Indiranagar 3rd Stage,Jayanagar 6th Block,18,RD2561848263183428,35.53,723.64,21.01,744.65,QR scan
parcel,2024-07-22,06:07:20,completed,Marathahalli West,Koramangala 8th Block,75,RD6766531739347480,30.25,151.02,40.93,191.95000000000002,Cash
cab economy,2024-07-11,04:00:20,cancelled,Neelasandra,Jayanagar 8th Block East,29,RD3378626797013418,17.1,,,,
auto,2024-06-30,13:30:20,cancelled,Hebbal,Marathahalli Main Road,39,RD5613115134285273,34.02,,,,
bike lite,2024-07-20,02:55:20,completed,Whitefield West,Bannerghatta Road,118,RD5738157573778365,36.19,559.89,30.97,590.86,phonePy
cab premium,2024-07-13,19:03:20,completed,Koramangala South,Rajajinagar 5th Block,31,RD7929618920891853,8.29,829.14,13.54,842.68,Paytm
cab economy,2024-06-25,02:50:20,cancelled,Electronic City West,Koramangala 1st Block,115,RD5965689032937751,41.38,,,,
bike lite,2024-07-06,09:03:20,cancelled,Cubbon Park,Sahakar Nagar,64,RD5696917634788142,44.68,,,,
cab economy,2024-07-10,04:17:20,completed,Nayandahalli,Whitefield Channasandra,104,RD6573060988185638,22.98,891.74,46.65,938.39,Cash
cab economy,2024-06-29,01:15:20,cancelled,Rajajinagar,HSR Layout Sector 9 North,51,RD5639447630939163,10.49,,,,
bike,2024-06-23,04:16:20,completed,Cox Town,MG Road East,70,RD9131137194811340,10.86,954.42,16.36,970.78,Amazon Pay
bike,2024-07-15,22:50:20,completed,Banashankari 4th Stage,Nagarbhavi 2nd Stage,117,RD4947338196707217,49.64,205.37,5.79,211.16,Paytm
parcel,2024-07-22,18:35:20,cancelled,MG Road West,Indiranagar 1st Stage,12,RD2489067724349793,19.04,,,,
auto share,2024-06-26,05:35:20,completed,Jayanagar 4th Block,Koramangala Central,64,RD9943413733229153,20.36,445.88,3.79,449.67,Paytm
bike,2024-07-23,17:16:20,cancelled,Mysore Road,Benson Town,79,RD5185818773110943,32.18,,,,
parcel,2024-07-09,21:15:20,completed,JP Nagar Phase 5,Panathur,78,RD5337133440038918,45.03,519.63,31.0,550.63,QR scan
parcel,2024-07-03,07:46:20,completed,Nayandahalli,Varthur,44,RD3122300890763811,6.84,418.7,2.54,421.24,Paytm
cab premium,2024-06-30,03:55:20,completed,Koramangala,Residency Road,87,RD3907604681567894,43.39,267.02,10.38,277.4,Cash
auto share,2024-06-29,20:12:20,completed,JP Nagar 2nd Phase,Bellandur,93,RD4076005266009716,15.33,639.06,25.08,664.14,phonePy
auto share,2024-06-28,14:27:20,completed,Nandi Hills,Whitefield East,117,RD6983471384538413,47.15,110.33,18.71,129.04,Amazon Pay
auto share,2024-07-06,11:45:20,completed,Sahakar Nagar,Whitefield Immadihalli,36,RD2366098357069188,49.14,959.34,10.36,969.7,Amazon Pay
bike,2024-07-15,12:40:20,cancelled,Yelahanka New Town,Anand Nagar,56,RD8388356102381405,2.36,,,,
cab economy,2024-07-12,02:47:20,cancelled,Jayanagar 4th Block,Malleshwaram 4th Block,110,RD2400215647705313,47.83,,,,
bike,2024-07-01,17:40:20,completed,HSR Layout South,JP Nagar 7th Phase,92,RD2239203538614917,34.5,203.97,29.66,233.63,GPay
auto share,2024-07-16,15:47:20,completed,Kammanahalli,Koramangala,104,RD4372529718226781,20.83,264.17,40.99,305.16,QR scan
cab economy,2024-07-13,20:44:20,completed,Bannerghatta Road,JP Nagar 6th Phase,109,RD7180170185426186,34.32,341.29,8.35,349.64000000000004,GPay
bike,2024-06-23,18:23:20,completed,Tumkur Road,Indiranagar 2nd Stage,63,RD4629245751297949,36.79,553.65,30.84,584.49,Paytm
auto,2024-07-11,14:28:20,cancelled,Rajajinagar 8th Block,JP Nagar East,88,RD2738494311374892,5.47,,,,
bike lite,2024-06-28,08:10:20,cancelled,Koramangala 6th Block,Indiranagar 6th Stage,110,RD2872142691085413,32.88,,,,
auto share,2024-07-11,16:36:20,completed,Brigade Road Mota Royal Arcade,Jayanagar 2nd Block,36,RD4582562441358088,44.24,238.14,42.76,280.9,Paytm
cab premium,2024-07-15,08:36:20,completed,Malleshwaram West,HSR Layout Sector 5 North,43,RD8512565828763746,3.7,727.94,5.0,732.94,Paytm
parcel,2024-07-10,03:49:20,completed,Marathahalli Outer Ring Road,Jayanagar 9th Block East,45,RD9573278706408853,39.87,525.61,7.81,533.42,phonePy
bike,2024-07-11,09:15:20,completed,Frazer Town,Malleshwaram 5th Block,56,RD2580506538228178,46.37,269.85,41.62,311.47,QR scan
bike,2024-07-02,05:12:20,cancelled,Marathahalli Colony,HSR Layout Sector 10 North,93,RD6553204852445054,20.6,,,,
auto,2024-07-22,01:57:20,cancelled,Whitefield Varthur Road,HSR Layout Sector 7 South,5,RD4656942036201277,23.76,,,,
bike,2024-06-27,01:49:20,completed,Ganganagar,Brigade Road West,56,RD3683447193667738,33.1,483.51,4.27,487.78,Cash
auto share,2024-07-19,22:47:20,completed,Jayanagar 3rd Block,Banashankari 7th Stage,44,RD8507808439742651,2.11,559.22,36.48,595.7,Cash
parcel,2024-07-04,04:18:20,completed,HSR Layout South,Mathikere,118,RD1410948817936125,2.76,899.93,45.42,945.3499999999999,Amazon Pay
bike,2024-07-08,03:38:20,completed,Tumkur Road,HSR Layout East,98,RD2510798104365719,10.05,16.91,7.87,24.78,Amazon Pay
parcel,2024-07-17,22:17:20,cancelled,Banashankari 8th Stage,Jayanagar 2nd Block East,43,RD6736441443229729,34.21,,,,
parcel,2024-07-19,18:30:20,cancelled,Brigade Road East,Hebbal,93,RD8930798702247344,20.54,,,,
cab premium,2024-06-24,02:51:20,cancelled,JP Nagar 8th Phase,HSR Layout Sector 4 South,37,RD8232050566047363,20.7,,,,
bike lite,2024-07-10,13:28:20,completed,Shantinagar,Malleshwaram Central,100,RD6566699810303390,10.77,366.34,11.81,378.15,QR scan
cab economy,2024-07-17,15:59:20,cancelled,Electronic City Phase 2,JP Nagar Central,99,RD7279458490041528,9.3,,,,
cab economy,2024-06-29,03:21:20,completed,Indiranagar 5th Stage,Vasanth Nagar,47,RD3812560584108580,6.0,277.37,29.86,307.23,phonePy
auto,2024-06-23,20:45:20,cancelled,JP Nagar Phase 8,HSR Layout Sector 3 South,68,RD7293572021858815,19.13,,,,
bike lite,2024-07-18,10:09:20,cancelled,JP Nagar 5th Phase,Seshadripuram,92,RD4636348382774302,40.14,,,,
cab premium,2024-06-30,17:53:20,completed,Malleshwaram Central,Whitefield North,27,RD9091067544857669,48.15,932.88,44.59,977.47,Paytm
cab economy,2024-06-28,06:15:20,completed,Indiranagar South,Wilson Garden,31,RD1149904253011861,14.94,375.59,39.26,414.84999999999997,Amazon Pay
auto share,2024-07-04,17:16:20,cancelled,Whitefield North,Nagarbhavi,21,RD8290564759112748,41.97,,,,
auto,2024-07-08,09:23:20,cancelled,Marathahalli Ring Road,Marathahalli,107,RD9217750393573824,12.24,,,,
auto,2024-06-24,19:21:20,cancelled,HSR Layout Sector 3 North,Vidyaranyapura,114,RD4911591377254094,35.22,,,,
auto,2024-07-06,12:14:20,completed,Malleshwaram 1st Block,Yelahanka,84,RD7979875551940125,23.68,496.99,26.13,523.12,GPay
auto,2024-07-14,03:03:20,cancelled,Bellandur,Indiranagar 7th Stage,36,RD7664473323140652,19.77,,,,
bike lite,2024-06-30,10:19:20,cancelled,Banashankari 4th Stage,Tumkur Road,60,RD1416731107122754,12.9,,,,
auto,2024-07-20,22:56:20,completed,HSR Layout Sector 2,Vijayanagar,117,RD7096687241239855,37.05,830.86,0.6,831.46,Amazon Pay
bike lite,2024-07-17,04:31:20,cancelled,JP Nagar Phase 10,JP Nagar Phase 4,107,RD9611519279018174,2.42,,,,
auto share,2024-07-01,09:34:20,completed,Sahakar Nagar,Yelahanka New Town,117,RD6479842507951781,49.61,979.82,27.16,1006.98,Cash
bike lite,2024-06-23,19:52:20,completed,RT Nagar,HAL,6,RD7924471331593525,35.92,541.61,28.93,570.54,Amazon Pay
bike lite,2024-07-10,23:48:20,completed,Electronic City Central,BTM Layout 2nd Stage,76,RD8412969550452425,40.12,665.76,12.25,678.01,QR scan
parcel,2024-07-20,21:53:20,completed,HSR Layout West,HSR Layout Sector 6 North,98,RD6564854319651014,3.72,292.99,16.19,309.18,GPay
bike lite,2024-06-29,16:04:20,cancelled,Hebbal Dasarahalli,JP Nagar Phase 3,117,RD2033843172385755,33.87,,,,
bike lite,2024-07-07,15:52:20,completed,Whitefield Varthur Road,Kadubeesanahalli,8,RD5439114586194759,8.14,433.18,21.49,454.67,GPay
auto share,2024-07-12,00:16:20,cancelled,Malleshwaram North,Rajajinagar 7th Block,70,RD5851667765736670,23.69,,,,
cab economy,2024-07-07,18:23:20,completed,Marathahalli Central,Malleshwaram 7th Block,101,RD9660112071964077,30.09,194.5,44.25,238.75,Cash
auto,2024-07-16,13:43:20,cancelled,Koramangala 10th Block,Whitefield Mahadevapura,26,RD6325568832698023,12.95,,,,
auto,2024-07-01,01:04:20,cancelled,Electronic City West,Lavelle Road,56,RD6044503806811333,15.13,,,,
cab premium,2024-07-18,06:31:20,completed,Whitefield ECC Road,Doddanekundi,44,RD3908878936985854,49.1,812.73,29.7,842.4300000000001,Amazon Pay
parcel,2024-07-06,02:09:20,completed,Jayanagar 4th Block East,HSR Layout Sector 5,105,RD7232376544520682,18.92,653.87,33.96,687.83,Cash
parcel,2024-07-04,16:11:20,cancelled,HSR Layout Sector 5,HSR Layout Sector 9 North,38,RD7425752295664202,37.98,,,,
bike lite,2024-07-16,10:06:20,cancelled,Victoria Layout,Kalyan Nagar,6,RD6205375601276878,32.74,,,,
auto share,2024-07-03,16:06:20,cancelled,JP Nagar 4th Phase,Cunningham Road,52,RD2153148248162591,2.17,,,,
auto share,2024-07-18,01:52:20,cancelled,HSR Layout Sector 8,Malleshwaram North,70,RD6832064782954887,22.53,,,,
bike,2024-07-05,19:37:20,completed,Malleshwaram West,Basavanagudi,51,RD8806958909706491,23.43,127.92,8.86,136.78,GPay
bike lite,2024-07-04,17:51:20,completed,BTM Layout 2nd Stage,Mysore Road,85,RD6683570772762251,9.45,263.71,26.15,289.85999999999996,Amazon Pay
auto share,2024-06-27,00:58:20,cancelled,Electronic City South,Whitefield Nallurhalli,115,RD7258710909734466,36.61,,,,
bike lite,2024-07-22,15:48:20,cancelled,Malleshwaram 1st Block,HSR Layout Sector 7 South,46,RD3305389285136394,7.72,,,,
bike,2024-06-27,15:14:20,cancelled,Brigade Road Mota Royal Arcade,Whitefield Nallurhalli,79,RD3983086070631794,35.26,,,,
bike lite,2024-07-15,19:22:20,cancelled,HSR Layout Sector 7 South,Frazer Town,77,RD2727164715405692,37.09,,,,
bike,2024-07-20,07:03:20,cancelled,Malleshwaram 9th Block,Jayanagar 1st Block East,102,RD4516613214093651,4.84,,,,
bike,2024-07-16,15:31:20,cancelled,Jayanagar 2nd Block,JP Nagar Phase 5,41,RD4062467680513240,40.04,,,,
cab economy,2024-06-28,09:13:20,cancelled,Manyata Tech Park,Lalbagh,95,RD3204357244587654,33.41,,,,
bike,2024-07-23,02:47:20,completed,Shivajinagar,JP Nagar,14,RD1224336960663907,23.83,15.89,3.85,19.740000000000002,Cash
cab economy,2024-07-06,02:10:20,completed,Banashankari 4th Stage,Electronic City Phase 1,40,RD5935153538697007,48.22,103.21,0.59,103.8,Amazon Pay
auto,2024-06-23,00:04:20,completed,Koramangala Central,HSR Layout Sector 7 South,118,RD7821873401565657,22.02,64.97,33.58,98.55,Amazon Pay
parcel,2024-07-08,02:22:20,completed,HSR Layout Sector 5 South,JP Nagar West,40,RD4095863094571999,6.93,667.62,1.01,668.63,QR scan
parcel,2024-06-24,18:46:20,cancelled,Indiranagar 1st Stage,HSR Layout Sector 3 North,51,RD9362328484641587,3.94,,,,
bike,2024-06-23,04:17:20,completed,Indiranagar,Koramangala 4th Block,101,RD6738549720652738,30.79,374.9,26.01,400.90999999999997,Cash
auto share,2024-07-09,02:42:20,cancelled,Indiranagar 10th Stage,Koramangala 1st Block,94,RD5589724924343954,40.51,,,,
cab economy,2024-07-18,19:48:20,completed,RT Nagar,MG Road Cubbon Park,48,RD2508502807682369,48.18,168.84,22.23,191.07,Amazon Pay
cab economy,2024-07-06,01:45:20,completed,HSR Layout Sector 2,Ashok Nagar,97,RD2249699213942794,12.36,445.66,4.87,450.53000000000003,Paytm
parcel,2024-07-12,08:27:20,cancelled,Cubbon Park,Marathahalli North,59,RD7388097876042759,19.63,,,,
auto share,2024-06-26,23:20:20,completed,MG Road,Koramangala North,89,RD4422954852558262,27.6,597.65,29.06,626.7099999999999,phonePy
parcel,2024-06-25,07:34:20,cancelled,JP Nagar Phase 3,Mysore Road,90,RD9930963499199696,18.58,,,,
parcel,2024-06-26,10:05:20,cancelled,Banashankari 8th Stage,MG Road Mahatma Gandhi Road,59,RD1370614123023479,48.6,,,,
cab economy,2024-07-15,08:31:20,cancelled,Basaveshwaranagar,Jayanagar 3rd Block East,50,RD2133428043724561,13.51,,,,
parcel,2024-07-02,12:54:20,cancelled,MG Road Cubbon Park,Whitefield Channasandra,31,RD1829920659296808,25.51,,,,
cab premium,2024-07-06,19:19:20,cancelled,HSR Layout West,Marathahalli,7,RD1662798993399852,28.84,,,,
cab premium,2024-07-10,04:17:20,cancelled,Banashankari 1st Stage,Brigade Road Garuda Mall,101,RD8399882092893421,29.04,,,,
